Invoice,Order_Revenue,Items_in_Order,Unique_Products
571055,279.94,380,11
571056,434.41,303,29
571057,27.0,4,1
571058,1090.1399999999999,312,23
571060,2.49,1,1
571062,171.59,171,23
571063,300.85,103,6
571064,84.39999999999999,25,21
571065,1881.8600000000001,885,79
571067,243.84,146,16
571069,188.94,97,20
571080,250.49,77,14
571081,204.28,61,26
571090,79.5,34,5
571098,416.78,193,50
571099,143.28,542,4
571100,106.92,108,4
571101,709.63,361,27
571102,31.8,4,1
571103,319.51,147,20
571104,313.86,258,21
571105,386.32,235,97
571106,209.4,69,16
571107,216.17000000000002,75,11
571108,126.2,32,5
571109,6.5,2,1
571111,15.0,1,1
571117,429.42,318,30
571118,66.3,46,4
571120,400.15,307,15
571121,359.51,97,10
571122,38.4,48,2
571123,982.42,482,49
571125,313.48,588,12
571129,406.84000000000003,353,19
571142,729.6,240,20
571158,115.27,112,24
571169,119.89999999999999,38,6
571178,158.75,133,13
571179,40.0,1,1
571180,1135.89,326,34
571181,70.8,10,1
571182,15.6,8,1
571183,596.75,449,81
571184,826.83,288,24
571185,550.58,226,31
571187,450.86,229,23
571188,642.01,215,34
571189,556.7,882,39
571190,130.01,177,31
571191,15.0,1,1
571192,308.6,132,18
571193,394.15999999999997,264,14
571197,262.2,148,30
571199,108.0,300,1
571200,294.78,226,12
571201,649.92,240,20
571202,212.4,72,1
571203,1157.08,650,25
571204,59.7,6,1
571205,678.17,315,40
571212,598.49,307,74
571213,306.03000000000003,173,19
571214,879.8000000000001,451,54
571215,653.5,179,20
571216,207.5,110,52
571217,470.55,333,27
571218,18.72,48,2
571219,781.14,680,50
571221,333.89,188,31
571223,599.5,1,1
571224,459.53000000000003,291,25
571225,179.86,98,7
571226,81.57,55,4
571227,1288.78,316,32
571228,106.20000000000002,36,3
571229,186.96,144,35
571230,301.54,180,17
571231,992.0,690,26
571232,20.8,10,1
571234,47.04,112,2
571235,423.42,198,16
571236,30.6,12,1
571237,25.200000000000003,12,1
571238,250.52,72,12
571239,999.26,599,32
571240,513.6,234,28
571241,133.94,107,45
571242,1835.6,1046,17
571243,1091.29,664,68
571244,231.17,154,31
571245,350.21999999999997,206,6
571246,142.04,326,11
571247,878.46,444,37
571248,55.85,31,3
571250,91.8,36,1
571255,3528.34,1006,15
571258,130.25,31,14
571259,306.0,360,1
571260,127.19999999999999,69,8
571261,306.0,360,1
571263,214.41,98,15
571265,189.14000000000001,120,60
571266,437.86,133,31
571267,146.7,69,8
571268,252.62,95,15
571269,214.95,45,17
571270,538.42,309,73
571271,146.02,72,28
571272,1271.57,463,35
571273,476.91,253,26
571274,790.08,362,49
571275,414.27,173,31
571276,360.41,157,50
571277,140.95000000000002,35,10
571278,114.88,100,8
571279,354.47,162,30
571280,442.88,202,63
571281,8132.31,1624,96
571282,153.64000000000001,87,49
571283,610.89,375,78
571284,405.02,146,47
571286,471.05,211,72
571288,362.06,282,34
571289,2142.79,1370,68
571290,739.37,311,26
571291,204.28,89,33
571292,273.99,128,41
571293,189.65,55,18
571294,369.27,115,35
571295,303.43,117,13
571296,151.70000000000002,101,25
571297,12.75,1,1
571298,2327.0,1300,6
571299,358.0,200,2
571300,214.45,182,12
571301,303.3,186,4
571302,482.4,246,2
571303,361.99,311,23
571304,519.28,226,29
571306,720.56,658,17
571307,428.68,272,28
571308,723.38,535,36
571309,5.930000000000001,13,13
571310,371.73,463,25
571311,151.5,38,2
571312,572.23,480,36
571313,728.24,668,5
571314,894.64,456,9
571315,119.62,46,5
571317,353.73,198,39
571318,5296.96,5952,30
571322,451.6,208,19
571323,383.55,203,18
571324,283.02,1,1
571326,339.02,1,1
571328,1697.98,1557,99
571352,165.04999999999998,33,7
571360,1077.74,486,19
571372,289.78000000000003,231,38
571377,292.0,66,15
571404,546.81,365,30
571405,45.0,12,2
571406,357.68,202,22
571407,330.63,85,5
571408,216.48,141,68
571409,964.22,599,55
571410,151.15,49,8
571411,469.55,131,27
571412,160.42,79,10
571413,351.13,185,20
571418,135.99,63,25
571425,690.34,224,39
571426,188.55,222,13
571427,384.08,884,13
571428,223.36,103,9
571429,170.22,79,34
571430,331.9,74,5
571431,791.0,340,2
571432,417.6,288,1
571433,1576.6,904,87
571434,110.53,244,12
571435,546.23,377,24
571436,127.5,62,5
571437,14.56,7,3
571438,893.59,317,42
571439,204.24,76,7
571441,4050.6099999999997,995,363
571442,1279.01,651,88
571443,131.94,67,13
571444,469.43,227,26
571445,358.99,199,22
571446,1761.24,572,16
571447,118.44,36,1
571456,493.05,322,51
571457,105.22,84,7
571461,150.23000000000002,82,44
571462,109.36000000000001,52,5
571463,491.28000000000003,377,22
571464,136.4,40,10
571465,188.88,164,39
571474,303.36,773,11
571475,343.43,249,78
571476,230.12,106,32
571477,543.41,365,25
571486,365.51,467,27
571496,305.36,400,16
571497,540.4,280,17
571498,411.04,238,83
571502,1232.95,593,65
571504,301.08,202,6
571505,954.9,616,31
571506,126.25,21,8
571509,204.7,51,23
571510,131.18,70,6
571511,240.68,160,14
571544,225.6,200,55
571546,251.88,69,10
571547,348.91,51,4
571548,880.58,792,29
571549,369.74,302,16
571550,176.04000000000002,420,2
571551,223.36,128,15
571552,281.42,182,14
571553,534.24,504,1
571555,183.9,106,10
571556,521.62,297,31
571557,352.7,184,12
571558,346.08,220,11
571559,808.15,283,28
571560,400.92,170,20
571561,917.34,378,20
571562,704.02,342,23
571563,359.3,188,20
571564,417.29,218,24
571565,163.1,82,9
571566,396.97,359,26
571594,708.0,240,1
571595,701.0,230,5
571601,325.53,96,28
571610,500.0,400,1
571622,76.34,46,4
571628,131.4,44,9
571629,756.11,289,39
571636,176.6,172,8
571638,208.75,116,10
571640,1283.27,1201,20
571641,205.06,369,14
571642,16.0,14,3
571653,5355.68,5918,202
571654,136.74,67,44
571655,283.33,112,10
571656,352.41,141,33
571657,205.57,105,15
571658,630.55,346,22
571660,539.1800000000001,490,38
571662,125.79,117,6
571663,298.0,40,2
571664,302.40000000000003,144,2
571665,1019.47,724,41
571666,722.76,560,8
571667,334.93,224,47
571668,376.78000000000003,138,17
571669,632.01,431,57
571670,1193.32,846,65
571671,1181.52,933,118
571672,322.1,154,14
571673,199.95999999999998,300,11
571675,305.76,148,9
571676,268.77,128,91
571677,125.65,55,8
571679,178.13,159,38
571681,344.35,237,20
571682,538.32,215,111
571683,301.4,108,12
571684,262.17,244,42
571685,521.2,188,5
571690,329.97,279,21
571691,184.64000000000001,80,11
571692,27.29,7,2
571693,330.24,440,16
571694,284.68,160,11
571696,216.39000000000001,159,17
571697,448.92,272,29
571698,424.36,1172,7
571701,948.16,632,55
571702,47.1,10,2
571705,1043.78,491,54
571706,206.6,152,8
571708,269.76,280,12
571709,308.74,228,19
571710,513.88,200,27
571712,611.98,297,65
571715,317.0,165,43
571717,202.68,146,56
571724,532.74,293,36
571725,127.37,91,8
571726,927.4,546,27
571728,307.78000000000003,170,16
571729,617.04,577,5
571730,111.09,83,7
571732,239.24,84,13
571733,312.89,259,14
571734,124.88,82,9
571735,785.0699999999999,307,14
571736,28.2,60,2
571737,764.74,370,35
571738,311.76,360,2
571739,3.0,1,1
571740,337.04,176,15
571741,112.46000000000001,66,6
571742,47.62,74,3
571743,110.8,135,29
571744,169.2,72,2
571745,1588.75,711,58
571746,768.85,395,44
571747,944.37,684,63
571748,212.72,134,18
571749,65.8,68,2
571751,6068.0599999999995,2,1
571779,299.8,259,35
571793,204.07,115,7
571809,112.05,40,17
571824,1376.43,923,80
571828,1103.3600000000001,542,75
571829,1177.64,534,23
571830,50.400000000000006,24,1
571831,343.94,292,13
571836,38.45,7,5
571837,213.64,164,55
571839,241.29,187,8
571840,552.4,404,21
571841,381.92,149,57
571842,684.1999999999999,236,4
571843,449.28,432,3
571844,669.15,201,15
571845,296.42,207,40
571846,529.48,484,85
571847,494.91,256,29
571848,283.89,132,19
571849,191.12,192,10
571850,498.04,216,59
571851,348.32,318,12
571852,109.92,68,6
571853,390.38,158,7
571857,447.61,153,23
571863,19.9,2,1
571864,2503.74,566,16
571883,601.88,557,129
571890,341.7,158,22
571892,431.20000000000005,143,15
571895,298.4,408,13
571898,85.8,78,6
571899,121.65,42,28
571900,15.0,1,1
571901,149.75,5,2
571903,155.15,53,9
571904,89.4,129,6
571905,739.28,380,28
571906,14.85,3,1
571908,415.82000000000005,290,8
571909,480.38,286,121
571911,103.8,46,5
571912,581.41,407,25
571913,1258.3700000000001,623,70
571914,330.24,440,16
571916,15.6,24,1
571917,318.8,269,6
571918,151.49,215,21
571920,157.7,146,13
571923,289.22,167,19
571926,450.37,254,17
571933,76.32000000000001,72,1
571934,324.39,287,23
571935,103.85000000000001,31,5
571936,599.4200000000001,554,24
571937,2856.14,4462,84
571938,170.39999999999998,224,6
571939,1035.45,311,18
571940,603.76,450,38
571941,219.7,19,7
571942,327.93,210,21
571943,443.6,166,16
571944,297.85,409,21
571945,1393.06,1006,15
571965,282.93,164,44
571987,314.49,251,19
572021,386.43,157,17
572023,541.88,238,54
572024,376.90000000000003,270,16
572025,333.01,243,22
572026,430.5,125,16
572028,1073.37,491,52
572030,749.1,418,44
572031,294.72,312,3
572032,55.42,32,4
572033,247.94,118,15
572034,23.5,14,2
572035,20277.92,13392,125
572036,62.400000000000006,30,2
572037,877.71,709,75
572045,181.95,47,26
572047,339.1,161,47
572048,441.2,240,4
572049,414.21000000000004,161,20
572050,222.72,75,29
572051,4311.48,3020,20
572052,1244.16,1728,1
572053,83.2,40,4
572054,291.96000000000004,108,11
572055,250.04,68,39
572056,35.0,1,1
572057,74.53,31,6
572058,448.37,216,87
572060,85.68,49,5
572061,740.41,554,45
572062,331.95,95,15
572063,112.24,68,32
572064,39.9,2,1
572065,290.81,192,54
572066,3091.98,1642,100
572067,139.8,72,7
572068,303.7,179,21
572069,765.21,491,43
572070,111.96000000000001,36,2
572071,56.16,144,1
572073,177.07,168,37
572074,390.25,241,46
572075,214.32,135,11
572076,578.94,418,38
572077,251.8,48,7
572078,16.5,2,1
572079,321.92,210,14
572080,25.200000000000003,12,1
572081,203.96,164,13
572082,2000.33,1047,69
572085,41.6,20,1
572086,311.16,200,17
572087,1056.9,530,39
572088,157.05,91,29
572089,84.36000000000001,32,4
572090,258.48,292,22
572091,650.67,173,10
572092,230.5,281,34
572093,162.57,74,10
572094,207.32,96,9
572095,110.55,37,22
572096,244.55,189,49
572098,526.3,294,33
572100,143.4,12,2
572101,302.58,102,8
572103,866.12,391,181
572104,234.25,25,8
572105,306.0,24,1
572106,200.82999999999998,137,14
572107,137.37,26,10
572108,521.53,253,14
572121,788.11,524,48
572122,222.4,48,6
572123,2314.48,1780,16
572124,773.94,414,9
572125,284.98,106,10
572126,167.62,66,10
572127,906.09,487,44
572128,526.0,76,13
572129,547.34,178,23
572130,107.46000000000001,197,11
572131,206.66,190,13
572132,114.86,82,9
572133,300.76,179,13
572134,1096.65,201,11
572139,54.6,20,2
572182,425.38,436,31
572183,800.69,543,33
572184,427.7,96,5
572186,1414.99,607,49
572188,463.8,140,6
572189,240.55,55,3
572191,112.18,28,7
572192,309.89,143,68
572193,3648.6,3176,11
572194,155.37,208,61
572195,211.78,68,13
572196,7398.54,2782,16
572197,89.28,28,2
572203,307.32,176,23
572209,22206.0,1920,7
572210,124.80000000000001,52,6
572211,196.68,240,12
572212,1014.6400000000001,1040,22
572213,402.58,334,26
572214,37.800000000000004,18,2
572215,731.69,489,24
572216,300.77,393,80
572217,97.25,115,16
572218,401.55,215,23
572219,449.96,242,72
572220,155.11,106,15
572221,229.41,129,12
572222,192.0,600,1
572224,1256.69,729,44
572225,868.02,651,44
572227,759.9399999999999,535,70
572229,1121.76,566,48
572230,154.88,152,9
572231,413.59000000000003,249,28
572232,303.58000000000004,160,12
572233,930.12,667,8
572234,65.75,22,3
572235,82.5,22,3
572236,81.02,29,13
572237,310.21999999999997,204,18
572238,319.98,218,22
572240,1097.24,634,42
572241,250.40000000000003,69,10
572242,657.23,319,33
572243,224.28,94,12
572244,503.62,270,15
572272,132.54,60,13
572274,660.5,158,23
572277,191.6,108,11
572278,211.1,38,17
572279,176.7,52,19
572280,216.1,211,58
572281,419.33,174,29
572282,147.86,84,31
572283,490.52,218,76
572284,275.7,211,49
572285,113.73,75,17
572286,196.93,147,19
572287,288.37,123,39
572288,204.07,100,20
572289,111.5,58,21
572290,391.86,310,35
572291,299.41,171,49
572292,211.88,102,26
572293,50.0,1,1
572294,941.67,587,81
572295,559.9399999999999,333,122
572296,160.04,52,33
572297,161.81,55,8
572298,167.95,17,12
572300,132.07,47,21
572301,111.16,55,33
572302,359.49,288,76
572303,314.6,62,18
572304,445.92,254,23
572305,46.75,11,9
572306,510.21,319,100
572307,1172.73,509,51
572308,54.51,38,21
572309,717.35,715,145
572310,20.08,8,5
572311,290.44,172,27
572312,317.88,228,38
572313,129.0,74,15
572314,231.61,282,29
572315,130.55,45,11
572316,110.21000000000001,88,23
572317,603.1800000000001,214,82
572318,352.45,212,83
572319,118.31,105,32
572320,178.22,74,5
572321,388.58,354,24
572322,143.8,58,8
572323,564.4,532,29
572324,2949.2799999999997,2344,9
572325,1044.0,600,1
572326,2199.12,1416,18
572327,255.89999999999998,205,12
572328,180.0,72,3
572329,621.08,484,24
572330,238.25,121,66
572331,731.5,478,39
572332,72.0,100,1
572333,219.33,143,15
572335,399.5,172,20
572336,616.8000000000001,396,23
572337,1434.0,1100,11
572338,300.4,50,6
572339,765.12,316,7
572340,967.6800000000001,1872,5
572342,1048.0,472,4
572344,756.0,504,1
572348,360.0,264,7
572350,47.4,18,13
572351,6.36,6,1
572352,130.65,85,7
572353,381.0,126,16
572354,53.9,7,3
572380,416.7,322,29
572392,278.3,190,6
572399,321.5,268,16
572423,464.9,1,1
572442,401.3,158,24
572443,891.0,180,3
572447,402.75,200,24
572451,792.76,470,31
572452,354.98,262,19
572453,180.33,55,9
572454,156.1,90,10
572457,722.4,289,24
572458,498.74,365,26
572459,646.02,221,16
572460,430.8,208,18
572461,157.62,65,31
572462,422.58,126,6
572464,111.9,25,23
572465,547.66,140,29
572466,112.52,196,5
572472,415.82,510,26
572474,248.99,145,15
572475,354.45,172,76
572483,113.27,70,14
572484,283.76,138,40
572487,56.75,34,5
572490,180.27,91,26
572499,1687.46,1020,97
572504,83.9,34,4
572509,406.54,217,18
572511,454.2,141,20
572512,262.7,189,8
572513,499.97,351,119
572517,313.4,234,65
572518,237.6,48,1
572519,193.79,169,7
572520,666.8399999999999,880,29
572521,130.73999999999998,134,11
572528,481.49,448,66
572541,138.01,65,16
572542,698.39,569,34
572544,219.12,131,36
572545,1896.7199999999998,792,4
572552,3472.42,843,352
572555,38.16,36,1
572558,642.77,835,47
572559,448.88,292,23
572560,648.28,136,11
572561,456.84000000000003,288,25
572562,443.23,281,27
572563,334.0,216,19
572565,573.45,193,21
572566,306.17,482,22
572567,1635.6599999999999,1394,85
572568,733.94,330,15
572569,200.55,233,29
572612,231.4,98,11
572613,393.54,81,20
572616,80.46000000000001,123,3
572617,604.25,331,29
572650,298.46,223,34
572651,734.85,403,37
572652,1062.43,743,66
572653,562.04,467,101
572654,45.480000000000004,24,2
572655,656.63,285,27
572656,432.0,288,1
572657,381.1,166,12
572658,307.19,91,19
572660,232.71,50,21
572661,760.74,946,13
572662,611.04,290,69
572663,60.44,42,14
572664,306.3,232,13
572666,166.92,228,9
572667,280.04,172,18
572668,178.34,138,43
572669,477.76,374,121
572670,594.36,1524,2
572671,909.26,338,12
572672,597.6800000000001,284,10
572673,293.77,350,19
572674,129.77,31,12
572675,108.32,54,28
572676,1462.45,649,46
572677,164.07999999999998,220,40
572678,121.18,201,11
572679,39.6,24,1
572681,551.89,389,33
572682,134.28,94,6
572683,401.40000000000003,198,7
572688,355.94,380,24
572695,435.09,251,24
572696,3640.0,1001,4
572703,642.77,378,146
572718,184.87,141,12
572719,855.1700000000001,376,44
572720,158.99,297,14
572721,479.03000000000003,414,31
572726,650.75,345,66
572732,926.17,1932,47
572733,480.8,340,5
572734,1632.6299999999999,1389,15
572735,789.49,520,39
572737,298.26,174,13
572738,82.56,120,6
572741,781.9,514,47
572742,245.56,174,15
572743,613.98,498,37
572744,260.79,247,23
572745,29.75,5,1
572746,203.44,126,50
572751,391.0,209,27
572752,206.62,58,13
572753,292.25,231,22
572755,320.12,273,55
572756,360.0,384,7
572760,142.68,42,5
572762,324.02,380,20
572763,229.64000000000001,164,15
572764,303.85,59,8
572765,2251.2,672,3
572766,1603.06,746,11
572767,702.86,446,22
572768,177.64000000000001,146,3
572769,959.7,218,11
572770,360.0,9,1
572771,262.57,139,15
572772,1820.89,1167,16
572773,78.72,48,4
572774,3.25,1,1
572775,344.22,147,19
572792,8.67,3,1
572810,446.73,483,27
572811,326.24,180,21
572812,146.65,29,9
572830,166.67000000000002,90,25
572832,1.0,1,1
572833,30.82,15,8
572834,38.22,15,10
572835,615.4,321,6
572836,194.21,112,16
572837,409.78000000000003,313,26
572838,72.13,53,7
572843,930.98,332,33
572845,864.0,960,1
572846,340.79,207,26
572847,115.15,55,29
572848,226.83,137,15
572851,476.1,198,2
572852,65.52,168,3
572853,522.91,215,29
572854,367.74,120,14
572856,106.14,69,13
572857,128.88,72,1
572858,133.25,142,28
572859,262.76,106,39
572860,308.6,400,20
572861,214.1,107,18
572862,114.74,46,31
572863,219.66,170,15
572865,185.11,164,44
572866,184.01,109,32
572867,221.97,189,49
572868,124.34,43,12
572869,1718.4,960,1
572870,309.76,100,5
572871,327.98,253,7
572872,267.13,326,36
572873,343.76,244,22
572874,397.02,162,9
572875,20.04,12,1
572876,109.17,99,6
572877,244.38,24,3
572878,431.6,260,3
572879,118.44,36,1
572880,200.27,178,45
572881,907.0,1502,7
572882,492.5,294,34
572884,309.90000000000003,130,17
572885,423.81,213,31
572886,449.45,243,22
572887,786.95,213,33
572888,605.52,216,3
572889,178.75,155,26
572892,326.03999999999996,180,5
572893,95.78,102,7
572894,52.0,5,3
572895,67.74000000000001,19,4
572896,915.64,560,39
572899,558.6,174,14
572900,124.2,100,3
572901,132.67,70,19
572902,679.56,600,5
572903,135.55,114,34
572904,311.06,222,7
572905,142.49,83,20
572906,150.8,45,6
572907,217.75,117,15
572908,278.58,106,15
572909,316.78,108,28
572910,390.74,272,29
572911,565.46,288,35
572912,129.61,31,18
572913,856.24,675,169
572914,127.68,68,5
572918,237.12,164,27
572921,421.59,243,61
572922,95.45,127,15
572923,644.24,439,40
572924,437.5,94,8
572925,228.22,136,14
572926,306.45,111,11
572928,118.2,22,6
572929,13.200000000000001,8,2
572930,371.87,237,12
572931,109.25,47,5
572932,389.45000000000005,173,21
572933,495.86,270,26
572934,160.0,4,1
572935,467.5,446,26
572946,500.21,286,27
572960,220.49,153,11
572964,701.79,284,35
572969,603.82,443,39
572986,490.19,300,23
572990,335.86,186,14
572992,121.92,50,2
572994,239.41,145,15
572997,379.45,401,26
572998,53.64,36,1
572999,95.22999999999999,21,4
573000,389.64000000000004,260,5
573001,122.62,120,18
573002,4534.22,3069,25
573003,4992.0,2400,1
573004,469.0,300,2
573005,180.0,720,1
573006,265.84,112,6
573007,388.76,122,20
573008,1146.96,4936,12
573019,312.34,190,18
573020,923.1700000000001,455,55
573022,245.3,102,11
573023,490.55,383,22
573026,356.90999999999997,310,34
573027,533.1800000000001,250,14
573028,193.44,78,12
573029,606.61,283,98
573032,130.67000000000002,101,17
573033,217.27,161,16
573035,1498.66,1114,58
573036,263.46000000000004,78,11
573038,340.89,211,86
573066,236.09,243,30
573068,122.68,71,24
573069,158.15,73,10
573070,135.3,90,37
573074,595.08,321,31
573075,178.75,55,30
573076,878.98,576,54
573077,4161.06,1,1
573078,387.8,242,23
573080,4161.06,1,1
573082,281.1,74,4
573083,989.86,243,67
573085,709.79,150,19
573093,112.99,61,38
573094,277.23,127,48
573095,161.46,90,7
573096,813.15,495,34
573100,389.96,206,23
573102,382.34000000000003,268,20
573103,108.45,21,2
573104,353.39,277,13
573106,216.96,137,13
573108,256.4,117,11
573109,729.46,174,18
573110,532.4200000000001,258,4
573111,128.88,72,1
573112,344.83,357,16
573113,99.44,44,6
573116,409.44,380,26
573117,647.77,583,33
573119,377.76,202,9
573121,20.8,10,1
573122,225.12,147,39
573123,893.46,626,53
573124,99.60000000000001,24,4
573125,151.20000000000002,80,9
573126,335.55,219,15
573128,290.1,38,5
573129,118.8,24,1
573130,1204.36,603,63
573131,381.95,106,15
573132,393.6,288,7
573133,300.15999999999997,54,9
573134,74.65,25,4
573135,283.87,101,16
573136,268.68,110,10
573138,695.03,250,53
573139,125.78999999999999,176,29
573140,416.46000000000004,145,15
573141,183.7,94,10
573142,429.7,362,11
573143,951.48,810,26
573144,48.83,38,12
573145,460.27,150,22
573146,401.1,802,4
573149,148.72,99,28
573150,139.94,81,27
573151,1062.18,785,122
573152,218.82999999999998,115,22
573153,8895.76,5205,61
573155,854.53,433,44
573156,756.72,816,6
573157,212.0,120,2
573158,229.99,63,10
573159,290.66,281,19
573160,302.09000000000003,132,19
573161,39.95,1,1
573162,244.5,126,2
573163,377.65,183,13
573164,373.65,45,7
573165,245.36,136,14
573166,706.36,296,23
573167,70.67999999999999,108,3
573168,320.42,206,4
573171,169.48000000000002,160,12
573173,499.16,168,27
573175,219.39000000000001,120,11
573178,307.58,120,15
573179,1826.8799999999999,264,11
573182,474.74,438,24
573183,307.71,263,27
573184,520.44,224,14
573185,417.36,168,10
573195,978.06,366,30
573196,18.75,15,1
573200,64.6,8,2
573230,85.92,48,1
573231,60.0,48,1
573245,403.25,233,61
573248,675.53,409,74
573261,1434.24,1992,1
573262,128.37,107,7
573263,3304.0299999999997,3917,22
573264,606.2,327,66
573265,304.49,109,17
573266,1510.36,711,28
573269,248.53,106,61
573270,296.07,150,18
573272,366.12,252,6
573273,52.2,36,1
573275,284.09000000000003,145,19
573276,544.1,356,20
573277,111.22,36,21
573278,449.3,166,8
573279,496.8,208,3
573280,343.90999999999997,178,22
573281,105.0,68,6
573282,121.1,46,4
573284,120.38,75,8
573285,118.9,42,5
573287,827.07,451,49
573288,315.78,64,10
573289,968.45,461,42
573291,522.99,273,31
573292,361.0,262,11
573294,134.28,108,3
573295,181.7,22,4
573300,477.59000000000003,341,138
573305,462.33000000000004,157,33
573309,40.8,48,1
573311,265.71,179,85
573314,381.65,108,28
573315,318.15,257,50
573316,42.5,5,1
573319,300.41,177,14
573320,2520.28,857,38
573322,179.0,100,1
573323,645.91,228,52
573324,192.02,78,9
573325,313.79999999999995,28,1
573326,463.82,228,25
573327,12.48,6,1
573328,242.7,133,29
573329,218.55,103,25
573330,526.55,233,69
573331,102.01,55,10
573332,150.21,136,17
573333,454.20000000000005,198,16
573334,318.06,126,7
573335,178.91,63,35
573336,124.94,83,22
573337,515.1,116,10
573338,476.0,174,55
573339,542.73,537,46
573340,510.9,696,134
573341,310.48,313,21
573342,114.11,73,6
573343,289.53000000000003,232,63
573344,163.25,104,34
573345,331.21,353,76
573346,183.22,154,33
573347,571.97,366,121
573348,196.68,162,30
573349,29.97,13,7
573350,278.67,213,16
573351,196.32,117,7
573352,132.72,72,2
573353,225.94,105,36
573354,141.05,79,4
573355,291.28,56,9
573356,246.85,139,4
573357,178.44,84,2
573358,500.61,209,29
573359,258.9,150,48
573360,144.36,50,19
573361,238.92,253,58
573362,2176.45,1484,116
573363,508.22,426,11
573364,146.32,94,33
573365,343.0,62,12
573366,269.36,89,18
573367,490.17,353,26
573368,205.59,68,13
573369,113.11,106,37
573370,403.9,138,17
573371,307.08,132,7
573372,78.9,130,4
573373,265.61,220,101
573374,443.21000000000004,167,15
573375,673.42,366,24
573376,178.48,112,16
573377,405.13,158,58
573378,92.52000000000001,24,5
573379,542.82,416,33
573380,606.25,222,48
573381,349.38,205,54
573382,287.87,125,14
573383,169.05,93,8
573384,573.09,287,20
573385,1008.67,633,37
573386,486.5,231,10
573387,168.42,111,65
573388,965.78,520,30
573389,47.400000000000006,12,1
573390,500.61,209,29
573391,501.66,185,21
573392,244.34,82,15
573393,507.65999999999997,781,41
573394,456.92,260,8
573395,316.88,161,12
573396,190.04,171,50
573397,230.67000000000002,213,43
573398,213.4,118,18
573399,392.08,424,18
573400,75.9,18,4
573401,299.06,268,22
573402,214.74,209,15
573403,55.2,24,2
573404,166.20000000000002,84,5
573405,468.38,500,90
573406,770.23,411,43
573407,396.33,189,36
573408,215.08,88,6
573409,33.0,4,1
573410,118.8,80,3
573411,384.12,182,20
573412,54.6,28,3
573413,335.85,187,67
573414,261.93,143,40
573415,675.51,288,93
573416,245.32,90,5
573417,197.71,161,15
573418,427.93,223,13
573419,243.94,82,8
573420,1389.05,601,35
573421,1297.26,362,12
573422,17.4,12,1
573423,308.77,196,7
573424,76.96,154,2
573425,160.55,81,9
573428,271.26,326,20
573430,407.54,115,20
573442,214.06,90,7
573452,2039.24,656,8
573464,301.32000000000005,240,13
573481,608.3,224,33
573483,305.36,184,5
573484,94.08,108,5
573485,533.23,303,64
573486,273.95,273,16
573492,163.05,49,36
573496,489.95,314,98
573500,198.52,133,38
573501,991.7,370,62
573504,398.03999999999996,125,8
573507,79.2,32,5
573508,317.82,85,19
573509,317.34000000000003,256,15
573510,534.19,455,25
573511,1294.32,676,47
573512,599.0400000000001,396,11
573531,321.32,244,6
573532,118.8,24,1
573542,281.78,234,22
573543,242.85,160,59
573544,356.14,187,36
573545,171.45,76,10
573546,547.14,398,27
573548,692.45,417,61
573551,838.4200000000001,282,52
573552,396.38,330,25
573556,764.32,334,25
573564,656.25,323,40
573572,272.67,54,24
573576,4941.71,1265,434
573577,495.0,300,3
573578,247.0,146,13
573579,163.96,122,29
573581,596.91,392,37
573582,726.16,280,33
573583,172.74,44,11
573584,1976.5800000000002,628,39
573586,15.0,1,1
573587,242.38,128,12
573588,214.89999999999998,53,10
573599,447.3,236,6
573600,145.92000000000002,96,2
573629,103.32,65,6
573632,295.7,100,15
573656,462.85,148,24
573665,641.6700000000001,353,38
573666,355.63,310,28
573695,305.77,59,11
573744,475.24,376,23
573745,318.41,127,17
573746,560.8,334,10
573747,151.3,177,12
573748,1212.67,624,51
573749,307.32,84,9
573757,78.75,21,2
573758,108.98,50,6
573762,326.22,158,11
573763,639.6,288,26
573768,120.0,3,1
573769,329.37,214,17
573770,183.2,96,12
573772,151.5,76,24
573773,889.02,344,21
573774,632.3,382,5
573775,949.5,726,7
573776,85.45,23,5
573777,786.98,670,19
573778,1350.9,474,14
573780,340.43,213,23
573808,173.71,69,34
573814,413.41,461,56
573822,641.1,281,21
573829,325.91,264,23
573830,148.96,76,22
573840,772.44,396,5
573841,112.67,51,23
573846,1374.26,570,8
573863,456.48,208,17
573865,358.59000000000003,173,18
573866,342.59000000000003,150,20
573867,568.6,346,24
573868,460.40000000000003,260,25
573870,162.8,70,44
573871,600.22,530,14
573872,360.72,180,18
573873,192.53,104,31
573874,507.54,464,32
573875,204.87,95,14
573876,516.76,385,116
573877,109.80000000000001,60,4
573878,175.4,124,8
573879,137.97,53,19
573886,312.82,394,17
573887,112.64999999999999,27,7
573888,370.12,433,21
573889,213.82,201,38
573890,27.8,8,8
573891,825.8100000000001,426,21
573892,834.38,270,44
573893,171.20000000000002,60,6
573894,43.47,17,13
573895,43.5,101,2
573896,107.10000000000001,18,2
573897,560.23,801,76
573898,193.38,57,17
573899,208.59,101,13
573900,161.85,31,8
573901,294.58,296,22
573902,311.18,48,5
573903,740.64,313,32
573904,948.15,493,145
573905,357.21,72,40
573906,195.02,112,10
573907,299.1,117,14
573908,354.49,77,10
573909,212.12,68,36
573910,422.1,258,8
573911,186.05,120,11
573912,37.5,30,1
573913,569.82,334,33
573914,329.88,222,17
573915,229.8,94,51
573917,147.0,48,2
573918,132.53,53,16
573921,204.92000000000002,144,14
573922,102.72,56,2
